Ontvangen om 21.11.24-13:50:00 - Totaal dagverbruik: 6356.704102, Totaal nachtverbruik: 6690.916992, Totale dagopbrengst: 299.832001, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6206.537109

Ontvangen om 21.11.24-14:00:00 - Totaal dagverbruik: 6356.704102, Totaal nachtverbruik: 6690.916992, Totale dagopbrengst: 299.859985, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6206.537109

Ontvangen om 21.11.24-14:10:00 - Totaal dagverbruik: 6356.704102, Totaal nachtverbruik: 6690.916992, Totale dagopbrengst: 299.877991, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6206.537109

Ontvangen om 21.11.24-14:20:00 - Totaal dagverbruik: 6356.704102, Totaal nachtverbruik: 6690.916992, Totale dagopbrengst: 299.888000, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6206.537109

Ontvangen om 21.11.24-14:30:00 - Totaal dagverbruik: 6356.705078, Totaal nachtverbruik: 6690.916992, Totale dagopbrengst: 299.894989, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6206.537109

Ontvangen om 21.11.24-14:40:00 - Totaal dagverbruik: 6356.705078, Totaal nachtverbruik: 6690.916992, Totale dagopbrengst: 299.915985, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6206.537109

Ontvangen om 21.11.24-14:50:00 - Totaal dagverbruik: 6356.705078, Totaal nachtverbruik: 6690.916992, Totale dagopbrengst: 299.929993, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6206.537109

Ontvangen om 21.11.24-15:00:00 - Totaal dagverbruik: 6356.706055, Totaal nachtverbruik: 6690.916992, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6206.645020

Ontvangen om 21.11.24-15:10:00 - Totaal dagverbruik: 6356.716797, Totaal nachtverbruik: 6690.916992, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6207.117188

Ontvangen om 21.11.24-15:20:00 - Totaal dagverbruik: 6356.740234, Totaal nachtverbruik: 6690.916992, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6207.424805

Ontvangen om 21.11.24-15:30:00 - Totaal dagverbruik: 6356.751953, Totaal nachtverbruik: 6690.916992, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6207.539062

Ontvangen om 21.11.24-15:40:00 - Totaal dagverbruik: 6356.770996, Totaal nachtverbruik: 6690.916992, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6207.539062

Ontvangen om 21.11.24-15:50:00 - Totaal dagverbruik: 6356.810059, Totaal nachtverbruik: 6690.916992, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6207.539062

Ontvangen om 21.11.24-16:00:00 - Totaal dagverbruik: 6356.841797, Totaal nachtverbruik: 6690.916992, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6207.539062

Ontvangen om 21.11.24-16:10:00 - Totaal dagverbruik: 6356.886230, Totaal nachtverbruik: 6690.916992, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6207.735840

Ontvangen om 21.11.24-16:20:00 - Totaal dagverbruik: 6357.039062, Totaal nachtverbruik: 6690.916992, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6208.226074

Ontvangen om 21.11.24-16:30:00 - Totaal dagverbruik: 6357.871094, Totaal nachtverbruik: 6690.916992, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6208.678223

Ontvangen om 21.11.24-16:40:00 - Totaal dagverbruik: 6358.672852, Totaal nachtverbruik: 6690.916992, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6208.962891

Ontvangen om 21.11.24-16:50:00 - Totaal dagverbruik: 6359.496094, Totaal nachtverbruik: 6690.916992, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6209.106934

Ontvangen om 21.11.24-17:00:00 - Totaal dagverbruik: 6360.334961, Totaal nachtverbruik: 6690.916992, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6209.106934

Ontvangen om 21.11.24-17:10:00 - Totaal dagverbruik: 6361.286133, Totaal nachtverbruik: 6690.916992, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6209.113770

Ontvangen om 21.11.24-17:20:00 - Totaal dagverbruik: 6362.350098, Totaal nachtverbruik: 6690.916992, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6209.606934

Ontvangen om 21.11.24-17:30:00 - Totaal dagverbruik: 6363.312988, Totaal nachtverbruik: 6690.916992, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6209.907227

Ontvangen om 21.11.24-17:40:00 - Totaal dagverbruik: 6364.701172, Totaal nachtverbruik: 6690.916992, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6209.907227

Ontvangen om 21.11.24-17:50:00 - Totaal dagverbruik: 6365.809082, Totaal nachtverbruik: 6690.916992, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6209.907227

Ontvangen om 21.11.24-18:00:00 - Totaal dagverbruik: 6366.991211, Totaal nachtverbruik: 6690.916992, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6209.912109

Ontvangen om 21.11.24-18:10:00 - Totaal dagverbruik: 6368.087891, Totaal nachtverbruik: 6690.916992, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6210.226074

Ontvangen om 21.11.24-18:20:00 - Totaal dagverbruik: 6368.991211, Totaal nachtverbruik: 6690.916992, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6210.451172

Ontvangen om 21.11.24-18:30:00 - Totaal dagverbruik: 6369.494141, Totaal nachtverbruik: 6690.916992, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6210.615234

Ontvangen om 21.11.24-18:40:00 - Totaal dagverbruik: 6369.654785, Totaal nachtverbruik: 6690.916992, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6210.615234

Ontvangen om 21.11.24-18:50:00 - Totaal dagverbruik: 6369.816895, Totaal nachtverbruik: 6690.916992, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6210.615234

Ontvangen om 21.11.24-19:00:00 - Totaal dagverbruik: 6369.938965, Totaal nachtverbruik: 6690.916992, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6210.690918

Ontvangen om 21.11.24-19:10:00 - Totaal dagverbruik: 6370.073242, Totaal nachtverbruik: 6690.916992, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6211.138184

Ontvangen om 21.11.24-19:20:00 - Totaal dagverbruik: 6370.193848, Totaal nachtverbruik: 6690.916992, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6211.149902

Ontvangen om 21.11.24-19:30:00 - Totaal dagverbruik: 6370.434082, Totaal nachtverbruik: 6690.916992, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6211.149902

Ontvangen om 21.11.24-19:40:00 - Totaal dagverbruik: 6370.764160, Totaal nachtverbruik: 6690.916992, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6211.224121

Ontvangen om 21.11.24-19:50:00 - Totaal dagverbruik: 6371.018066, Totaal nachtverbruik: 6690.916992, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6211.752930

Ontvangen om 21.11.24-20:00:00 - Totaal dagverbruik: 6371.184082, Totaal nachtverbruik: 6690.916992, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6212.159180

Ontvangen om 21.11.24-20:10:00 - Totaal dagverbruik: 6371.338867, Totaal nachtverbruik: 6690.916992, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6212.208984

Ontvangen om 21.11.24-20:20:00 - Totaal dagverbruik: 6371.484863, Totaal nachtverbruik: 6690.916992, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6212.208984

Ontvangen om 21.11.24-20:30:00 - Totaal dagverbruik: 6371.622070, Totaal nachtverbruik: 6690.916992, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6212.380859

Ontvangen om 21.11.24-20:40:00 - Totaal dagverbruik: 6371.715820, Totaal nachtverbruik: 6690.916992, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6212.790039

Ontvangen om 21.11.24-20:50:00 - Totaal dagverbruik: 6371.807129, Totaal nachtverbruik: 6690.916992, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6212.832031

Ontvangen om 21.11.24-21:00:00 - Totaal dagverbruik: 6371.898926, Totaal nachtverbruik: 6690.916992, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6212.832031

Ontvangen om 21.11.24-21:10:00 - Totaal dagverbruik: 6371.898926, Totaal nachtverbruik: 6690.993164, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6212.832031

Ontvangen om 21.11.24-21:20:00 - Totaal dagverbruik: 6371.898926, Totaal nachtverbruik: 6691.060059, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6212.832031

Ontvangen om 21.11.24-21:30:00 - Totaal dagverbruik: 6371.898926, Totaal nachtverbruik: 6691.124023, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6212.832031

Ontvangen om 21.11.24-21:40:00 - Totaal dagverbruik: 6371.898926, Totaal nachtverbruik: 6691.196777, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6213.166992

Ontvangen om 21.11.24-21:50:00 - Totaal dagverbruik: 6371.898926, Totaal nachtverbruik: 6691.283203, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6213.687012

Ontvangen om 21.11.24-22:00:00 - Totaal dagverbruik: 6371.898926, Totaal nachtverbruik: 6691.383789, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6213.688965

Ontvangen om 21.11.24-22:10:00 - Totaal dagverbruik: 6371.898926, Totaal nachtverbruik: 6691.474121, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6213.688965

Ontvangen om 21.11.24-22:20:00 - Totaal dagverbruik: 6371.898926, Totaal nachtverbruik: 6691.562012, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6213.688965

Ontvangen om 21.11.24-22:30:00 - Totaal dagverbruik: 6371.898926, Totaal nachtverbruik: 6691.633789, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6213.688965

Ontvangen om 21.11.24-22:40:00 - Totaal dagverbruik: 6371.898926, Totaal nachtverbruik: 6691.731934, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6213.709961

Ontvangen om 21.11.24-22:50:00 - Totaal dagverbruik: 6371.898926, Totaal nachtverbruik: 6691.826172, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6214.361816

Ontvangen om 21.11.24-23:00:00 - Totaal dagverbruik: 6371.898926, Totaal nachtverbruik: 6691.909180, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6214.496094

Ontvangen om 21.11.24-23:10:00 - Totaal dagverbruik: 6371.898926, Totaal nachtverbruik: 6691.981934, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6214.496094

Ontvangen om 21.11.24-23:20:00 - Totaal dagverbruik: 6371.898926, Totaal nachtverbruik: 6692.060059, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6214.496094

Ontvangen om 21.11.24-23:30:00 - Totaal dagverbruik: 6371.898926, Totaal nachtverbruik: 6692.132812, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6214.496094

Ontvangen om 21.11.24-23:40:00 - Totaal dagverbruik: 6371.898926, Totaal nachtverbruik: 6692.174805, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6214.496094

Ontvangen om 21.11.24-23:50:00 - Totaal dagverbruik: 6371.898926, Totaal nachtverbruik: 6692.212891, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6214.496094

Ontvangen om 22.11.24-00:00:00 - Totaal dagverbruik: 6371.898926, Totaal nachtverbruik: 6692.251953, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6214.496094

Ontvangen om 22.11.24-00:10:00 - Totaal dagverbruik: 6371.898926, Totaal nachtverbruik: 6692.301758, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6214.496094

Ontvangen om 22.11.24-00:20:00 - Totaal dagverbruik: 6371.898926, Totaal nachtverbruik: 6692.339844, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6214.496094

Ontvangen om 22.11.24-00:30:00 - Totaal dagverbruik: 6371.898926, Totaal nachtverbruik: 6692.377930, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6214.496094

Ontvangen om 22.11.24-00:40:00 - Totaal dagverbruik: 6371.898926, Totaal nachtverbruik: 6692.416016, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6214.496094

Ontvangen om 22.11.24-00:50:00 - Totaal dagverbruik: 6371.898926, Totaal nachtverbruik: 6692.444824, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6214.496094

Ontvangen om 22.11.24-01:00:00 - Totaal dagverbruik: 6371.898926, Totaal nachtverbruik: 6692.486816, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6214.496094

Ontvangen om 22.11.24-01:10:00 - Totaal dagverbruik: 6371.898926, Totaal nachtverbruik: 6692.521973, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6214.496094

Ontvangen om 22.11.24-01:20:00 - Totaal dagverbruik: 6371.898926, Totaal nachtverbruik: 6692.563965, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6214.496094

Ontvangen om 22.11.24-01:30:00 - Totaal dagverbruik: 6371.898926, Totaal nachtverbruik: 6692.604004, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6214.497070

Ontvangen om 22.11.24-01:40:00 - Totaal dagverbruik: 6371.898926, Totaal nachtverbruik: 6692.637207, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6214.497070

Ontvangen om 22.11.24-01:50:00 - Totaal dagverbruik: 6371.898926, Totaal nachtverbruik: 6692.674805, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6214.497070

Ontvangen om 22.11.24-02:00:00 - Totaal dagverbruik: 6371.898926, Totaal nachtverbruik: 6692.738770, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6214.497070

Ontvangen om 22.11.24-02:10:00 - Totaal dagverbruik: 6371.898926, Totaal nachtverbruik: 6693.506836, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6214.497070

Ontvangen om 22.11.24-02:20:00 - Totaal dagverbruik: 6371.898926, Totaal nachtverbruik: 6694.274902, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6214.497070

Ontvangen om 22.11.24-02:30:00 - Totaal dagverbruik: 6371.898926, Totaal nachtverbruik: 6695.044922, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6214.497070

Ontvangen om 22.11.24-02:40:00 - Totaal dagverbruik: 6371.898926, Totaal nachtverbruik: 6695.817871, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6214.497070

Ontvangen om 22.11.24-02:50:00 - Totaal dagverbruik: 6371.898926, Totaal nachtverbruik: 6696.547852, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6214.497070

Ontvangen om 22.11.24-03:00:00 - Totaal dagverbruik: 6371.898926, Totaal nachtverbruik: 6696.591797, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6214.497070

Ontvangen om 22.11.24-03:10:00 - Totaal dagverbruik: 6371.898926, Totaal nachtverbruik: 6697.167969, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6214.497070

Ontvangen om 22.11.24-03:20:00 - Totaal dagverbruik: 6371.898926, Totaal nachtverbruik: 6697.932129, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6214.497070

Ontvangen om 22.11.24-03:30:00 - Totaal dagverbruik: 6371.898926, Totaal nachtverbruik: 6698.694824, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6214.497070

Ontvangen om 22.11.24-03:40:00 - Totaal dagverbruik: 6371.898926, Totaal nachtverbruik: 6699.463867, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6214.497070

Ontvangen om 22.11.24-03:50:00 - Totaal dagverbruik: 6371.898926, Totaal nachtverbruik: 6700.231934, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6214.497070

Ontvangen om 22.11.24-04:00:00 - Totaal dagverbruik: 6371.898926, Totaal nachtverbruik: 6701.008789, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6214.497070

Ontvangen om 22.11.24-04:10:00 - Totaal dagverbruik: 6371.898926, Totaal nachtverbruik: 6701.778809, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6214.497070

Ontvangen om 22.11.24-04:20:00 - Totaal dagverbruik: 6371.898926, Totaal nachtverbruik: 6702.546875, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6214.497070

Ontvangen om 22.11.24-04:30:00 - Totaal dagverbruik: 6371.898926, Totaal nachtverbruik: 6703.312988, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6214.497070

Ontvangen om 22.11.24-04:40:00 - Totaal dagverbruik: 6371.898926, Totaal nachtverbruik: 6704.074219, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6214.497070

Ontvangen om 22.11.24-04:50:00 - Totaal dagverbruik: 6371.898926, Totaal nachtverbruik: 6704.838867, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6214.740234

Ontvangen om 22.11.24-05:00:00 - Totaal dagverbruik: 6371.898926, Totaal nachtverbruik: 6705.625000, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6214.976074

Ontvangen om 22.11.24-05:10:00 - Totaal dagverbruik: 6371.898926, Totaal nachtverbruik: 6706.412109, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6215.452148

Ontvangen om 22.11.24-05:20:00 - Totaal dagverbruik: 6371.898926, Totaal nachtverbruik: 6707.194824, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6215.790039

Ontvangen om 22.11.24-05:30:00 - Totaal dagverbruik: 6371.898926, Totaal nachtverbruik: 6707.974121, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6215.851074

Ontvangen om 22.11.24-05:40:00 - Totaal dagverbruik: 6371.898926, Totaal nachtverbruik: 6708.755859, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6216.238770

Ontvangen om 22.11.24-05:50:00 - Totaal dagverbruik: 6371.898926, Totaal nachtverbruik: 6709.536133, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6216.609863

Ontvangen om 22.11.24-06:00:00 - Totaal dagverbruik: 6371.898926, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6216.857910

Ontvangen om 22.11.24-06:10:00 - Totaal dagverbruik: 6372.662109, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6216.891113

Ontvangen om 22.11.24-06:20:00 - Totaal dagverbruik: 6373.426758, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6216.891113

Ontvangen om 22.11.24-06:30:00 - Totaal dagverbruik: 6374.200195, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6217.087891

Ontvangen om 22.11.24-06:40:00 - Totaal dagverbruik: 6374.974121, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6217.425781

Ontvangen om 22.11.24-06:50:00 - Totaal dagverbruik: 6375.480957, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6217.466797

Ontvangen om 22.11.24-07:00:00 - Totaal dagverbruik: 6375.520996, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6217.466797

Ontvangen om 22.11.24-07:10:00 - Totaal dagverbruik: 6375.576172, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6217.512207

Ontvangen om 22.11.24-07:20:00 - Totaal dagverbruik: 6375.643066, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6217.997070

Ontvangen om 22.11.24-07:30:00 - Totaal dagverbruik: 6375.687012, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6218.057129

Ontvangen om 22.11.24-07:40:00 - Totaal dagverbruik: 6376.471191, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6218.057129

Ontvangen om 22.11.24-07:50:00 - Totaal dagverbruik: 6377.261230, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6218.195801

Ontvangen om 22.11.24-08:00:00 - Totaal dagverbruik: 6377.355957, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6218.615234

Ontvangen om 22.11.24-08:10:00 - Totaal dagverbruik: 6377.416016, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6218.907227

Ontvangen om 22.11.24-08:20:00 - Totaal dagverbruik: 6377.459961, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6218.921875

Ontvangen om 22.11.24-08:30:00 - Totaal dagverbruik: 6377.523926, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6219.025879

Ontvangen om 22.11.24-08:40:00 - Totaal dagverbruik: 6377.580078, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6219.258789

Ontvangen om 22.11.24-08:50:00 - Totaal dagverbruik: 6377.661133, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6219.258789

Ontvangen om 22.11.24-09:00:00 - Totaal dagverbruik: 6377.740234, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 299.933990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6219.258789

Ontvangen om 22.11.24-09:10:00 - Totaal dagverbruik: 6377.755859, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 299.936005, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6219.258789

Ontvangen om 22.11.24-09:20:00 - Totaal dagverbruik: 6377.793945, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 299.936005, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6219.258789

Ontvangen om 22.11.24-09:30:00 - Totaal dagverbruik: 6377.807129, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 299.936005, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6219.258789

Ontvangen om 22.11.24-09:40:00 - Totaal dagverbruik: 6377.826172, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 299.936005, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6219.258789

Ontvangen om 22.11.24-09:50:00 - Totaal dagverbruik: 6377.942871, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 299.936005, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6219.258789

Ontvangen om 22.11.24-10:00:00 - Totaal dagverbruik: 6378.017090, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 299.936005, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6219.258789

Ontvangen om 22.11.24-10:10:00 - Totaal dagverbruik: 6378.109863, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 299.936005, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6219.258789

Ontvangen om 22.11.24-10:20:00 - Totaal dagverbruik: 6378.232910, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 299.936005, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6219.258789

Ontvangen om 22.11.24-10:30:00 - Totaal dagverbruik: 6378.412109, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 299.936005, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6219.428223

